date,mins_watch_worn,sleep_start,sleep_end,steps,active_kcal,basal_kcal,mins_daylight,hrv_asleep_avg,hrv_asleep_min,hrv_asleep_max,hrv_awake_avg,hrv_awake_min,hrv_awake_max,mins_asleep,mins_core,mins_deep,mins_rem
2025-01-11,1440.0,,,26562,1760.51,6609.96,80.0,0,0,0,29.94,26.06,40.54,0.0,0.0,0.0,0.0
2025-01-12,1440.0,04:03:09,12:54:19,23626,2551.63,6924.53,105.0,0,0,0,29.64,22.93,38.11,522.5,300.0,83.0,139.5
2025-01-13,1440.0,03:16:41,06:51:11,10289,197.51,6657.98,0.0,40.45,34.24,46.65,28.21,28.21,28.21,214.5,134.0,57.5,23.0
2025-01-14,1200.0,,,13012,1118.65,5178.13,103.0,0,0,0,37.19,27.27,45.85,0.0,0.0,0.0,0.0
2025-01-15,180.0,,,12060,139.43,644.59,0.0,0,0,0,30.62,27.16,34.08,0.0,0.0,0.0,0.0
2025-01-16,1440.0,01:24:51,11:37:53,19256,1802.08,6759.08,24.0,45.17,30.98,56.44,37.94,22.39,46.44,478.0,229.0,69.5,64.0
2025-01-17,1440.0,,,36801,2770.48,6790.39,180.0,0,0,0,44.64,15.59,102.04,0.0,0.0,0.0,0.0
2025-01-18,1280.17,04:00:02,09:29:32,8008,340.15,5849.18,0.0,45.74,34.61,56.87,54.18,34.21,72.87,329.0,205.5,54.5,69.0
2025-01-19,577.02,,,9693,0.0,2750.9,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-01-20,1440.0,,,25969,1626.92,6613.87,102.0,0,0,0,48.86,18.58,155.92,0.0,0.0,0.0,0.0
2025-01-21,1440.0,04:19:47,09:29:47,27538,2433.43,6776.79,104.0,57.3,53.09,60.52,36.94,23.26,50.05,274.0,154.0,61.5,58.5
2025-01-22,1440.0,,,19812,509.53,6644.29,0.0,0,0,0,47.99,46.65,48.74,0.0,0.0,0.0,0.0
2025-01-23,1440.0,04:41:47,08:29:17,27632,2720.35,6960.65,71.0,93.8,53.13,134.48,43.89,27.14,80.23,224.5,142.0,36.0,46.5
2025-01-24,1440.0,,,33403,2198.41,6637.72,69.0,0,0,0,36.02,20.95,46.78,0.0,0.0,0.0,0.0
2025-01-25,1440.0,03:20:33,12:45:41,20678,1807.6,6682.08,74.0,58.71,39.53,80.04,33.84,16.03,49.42,519.5,260.5,68.0,128.5
2025-01-26,1440.0,,,2481,353.08,6728.16,38.0,0,0,0,15.34,15.34,15.34,0.0,0.0,0.0,0.0
2025-01-27,1440.0,04:24:42,14:05:26,5218,978.24,6576.41,0.0,61.74,49.77,88.7,41.06,22.04,93.22,547.0,356.0,70.0,121.0
2025-01-28,1440.0,02:40:57,08:30:57,11545,2234.77,6752.39,115.0,69.76,52.55,79.29,33.19,17.09,49.23,348.5,210.5,62.0,76.0
2025-01-29,1440.0,,,4135,955.84,6647.0,0.0,0,0,0,28.59,25.69,31.52,0.0,0.0,0.0,0.0
2025-01-30,1440.0,04:22:53,12:49:35,10841,2083.7,6761.92,44.0,48.59,32.85,60.83,34.75,22.11,52.05,477.5,294.0,57.0,126.5
2025-01-31,1440.0,01:47:29,11:55:25,18880,1714.85,6740.44,43.0,48.66,34.28,61.48,41.81,26.03,59.62,535.0,301.0,24.5,64.5
2025-02-01,1435.57,,,17369,1152.19,6646.16,103.0,0,0,0,25.56,17.76,35.32,0.0,0.0,0.0,0.0
2025-02-02,1440.0,02:34:30,12:13:45,17984,1655.43,6739.43,87.0,64.0,34.67,90.66,38.6,32.78,44.43,564.0,387.5,70.0,106.5
2025-02-03,1440.0,,,19090,1700.99,6716.52,47.0,0,0,0,40.68,25.94,95.8,0.0,0.0,0.0,0.0
2025-02-04,1440.0,03:32:38,11:44:19,12412,1517.01,6768.09,43.0,72.36,41.81,115.07,48.99,25.14,97.24,485.5,315.0,90.5,80.0
2025-02-05,1440.0,,,30215,2402.59,6806.43,49.0,0,0,0,39.69,34.15,44.56,0.0,0.0,0.0,0.0
2025-02-06,1440.0,04:20:28,14:00:17,16949,1522.63,6748.31,0.0,75.73,31.9,130.76,48.94,21.28,110.62,541.0,333.5,96.0,111.5
2025-02-07,1440.0,,,24064,2128.39,6723.73,38.0,0,0,0,42.22,29.78,60.39,0.0,0.0,0.0,0.0
2025-02-08,1440.0,05:39:39,11:32:39,36877,2735.91,6787.6,46.0,69.76,43.75,87.52,46.42,14.68,79.3,337.0,199.5,58.0,79.5
2025-02-09,1440.0,,,14076,1541.75,6668.64,104.0,0,0,0,38.18,25.49,48.06,0.0,0.0,0.0,0.0
2025-02-10,1440.0,03:40:46,11:30:42,25397,2339.52,6805.42,61.0,64.88,31.26,101.37,32.59,7.76,46.76,455.5,185.0,44.5,55.5
2025-02-11,1440.0,06:26:26,12:52:11,11733,1056.97,6611.79,21.0,39.9,33.4,49.32,46.75,21.51,76.12,374.0,143.0,53.5,52.5
2025-02-12,1440.0,05:16:30,11:11:31,34609,2591.33,6823.23,50.0,92.45,53.62,154.09,41.86,27.95,61.9,338.0,153.0,35.5,16.0
2025-02-13,1440.0,04:49:00,12:18:18,25815,2133.37,6668.14,34.0,76.65,35.75,103.83,42.33,24.52,65.28,428.5,267.0,77.5,84.0
2025-02-14,1440.0,05:12:10,08:29:40,24989,2121.18,6784.9,43.0,85.53,85.53,85.53,40.83,18.5,74.09,192.0,116.0,54.0,22.0
2025-02-15,1440.0,,,1630,711.56,6604.15,0.0,0,0,0,36.02,22.02,49.96,0.0,0.0,0.0,0.0
2025-02-16,1440.0,03:08:35,12:25:30,10027,1038.55,6706.3,28.0,63.51,23.71,106.35,36.48,26.25,53.64,541.5,303.5,94.0,144.0
2025-02-17,1440.0,03:41:24,09:46:54,33040,2536.99,6724.98,190.0,69.79,39.68,110.11,45.36,25.83,81.36,362.0,232.0,53.5,76.5
2025-02-18,1440.0,06:31:09,12:46:33,11572,1608.63,6729.65,0.0,64.03,54.29,73.78,50.14,24.29,126.76,358.0,154.5,36.0,35.0
2025-02-19,1440.0,03:20:50,12:29:12,20021,1881.81,6755.3,130.0,64.41,34.32,111.46,38.86,20.64,61.9,538.0,335.0,73.0,130.0
2025-02-20,1440.0,03:59:12,11:50:51,25775,2172.56,6766.58,108.0,53.07,30.95,74.41,31.27,20.54,40.58,437.5,261.0,93.5,83.0
2025-02-21,1439.83,,,15069,1925.69,6799.13,46.0,0,0,0,40.72,20.72,68.83,0.0,0.0,0.0,0.0
2025-02-22,1440.0,03:48:29,12:32:48,17917,1524.68,6688.55,48.0,45.46,24.86,69.98,38.79,25.57,62.89,511.0,377.0,56.5,77.5
2025-02-23,1440.0,06:06:06,15:03:06,7749,960.35,6722.35,0.0,40.14,23.61,54.04,40.84,24.03,58.76,525.0,343.0,54.5,127.5
2025-02-24,1440.0,,,19161,1886.25,6736.93,39.0,0,0,0,49.38,35.88,71.94,0.0,0.0,0.0,0.0
2025-02-25,1440.0,03:27:09,10:14:39,31852,2682.56,6779.3,163.0,52.89,39.02,63.95,48.88,24.55,115.57,395.0,254.5,59.0,81.5
2025-02-26,1440.0,06:19:16,10:15:36,19376,2122.03,6745.34,202.0,0,0,0,26.61,18.13,32.77,220.5,0.0,0.0,0.0
2025-02-27,1440.0,02:09:09,08:30:09,25899,2221.6,6832.47,114.0,33.69,21.13,42.65,38.71,24.47,63.1,379.0,253.5,39.0,86.5
2025-02-28,1440.0,,,5185,524.18,6600.34,0.0,0,0,0,37.17,20.51,50.96,0.0,0.0,0.0,0.0
2025-03-01,1440.0,01:48:49,11:06:59,26594,2209.08,6810.25,204.0,62.46,44.54,80.02,42.51,26.68,61.89,498.5,259.0,69.5,107.0
2025-03-02,1440.0,,,17061,1889.24,6697.14,34.0,0,0,0,40.99,26.48,51.35,0.0,0.0,0.0,0.0
2025-03-03,1440.0,01:59:07,09:27:09,30317,2475.67,6806.27,142.0,54.88,41.23,63.71,38.06,23.33,63.62,431.0,204.0,43.5,76.0
2025-03-04,1440.0,,,15349,1129.57,6703.86,7.0,0,0,0,35.32,23.55,41.06,0.0,0.0,0.0,0.0
2025-03-05,1440.0,01:55:16,08:04:16,21522,1939.05,6782.68,152.0,46.9,29.36,73.75,51.31,36.24,97.73,369.0,225.5,48.5,95.0
2025-03-06,1440.0,02:57:02,07:31:02,29348,2744.09,6812.23,97.0,38.05,24.3,51.79,49.62,28.34,110.02,274.0,167.5,44.5,62.0
2025-03-07,1440.0,,,24338,2154.56,6734.06,60.0,0,0,0,41.03,24.35,57.92,0.0,0.0,0.0,0.0
2025-03-08,1440.0,00:39:59,10:31:18,11766,1313.88,6695.07,0.0,53.44,40.88,70.72,47.3,37.28,72.34,539.5,232.0,62.5,76.5
2025-03-09,1434.2,02:06:25,07:31:55,19843,1599.7,6641.77,87.0,36.45,31.52,41.85,41.51,21.89,64.02,325.5,224.0,37.5,64.0
2025-03-10,1440.0,03:16:53,07:30:53,38790,2932.11,6872.23,198.0,52.4,39.91,64.9,36.23,27.02,52.44,250.0,157.0,58.0,35.0
2025-03-11,1440.0,03:02:53,07:59:23,37809,2997.3,6775.4,312.0,78.93,78.93,78.93,47.64,25.4,98.07,293.0,205.0,43.0,45.0
2025-03-12,1440.0,,,19972,1817.0,6753.15,94.0,0,0,0,57.91,37.75,73.27,0.0,0.0,0.0,0.0
2025-03-13,1440.0,01:30:16,10:53:23,9146,1392.77,6857.45,54.0,59.44,31.42,95.01,54.19,41.72,72.11,522.0,293.5,37.0,64.0
2025-03-14,1440.0,04:10:00,11:32:21,22519,1769.24,6634.84,126.0,59.45,43.3,77.75,41.12,21.77,63.08,434.0,226.0,121.5,86.5
2025-03-15,1440.0,03:30:34,10:33:08,1435,1051.85,6759.06,0.0,51.89,47.14,57.76,44.85,19.9,89.46,420.0,136.5,59.5,86.5
2025-03-16,1440.0,02:09:35,07:30:05,14569,1229.19,6790.74,5.0,39.14,20.72,55.75,40.93,28.65,56.2,316.5,207.5,54.0,55.0
2025-03-17,1440.0,01:38:30,10:11:33,21524,1964.82,6653.44,129.0,46.81,20.88,68.61,32.86,23.78,42.87,493.0,250.0,27.5,71.0
2025-03-18,1440.0,03:57:01,09:05:31,22603,2078.12,6787.51,71.0,65.58,46.73,93.26,44.06,23.0,87.29,295.0,217.5,30.0,47.5
2025-03-19,1440.0,02:22:11,08:00:11,22519,2128.07,6815.31,60.0,55.7,32.86,73.65,25.92,15.49,34.93,336.0,213.5,51.5,71.0
2025-03-20,1440.0,02:20:41,08:35:41,26430,2185.63,6710.07,88.0,55.72,23.95,115.06,38.22,33.39,44.93,372.5,216.5,56.0,100.0
2025-03-21,1440.0,,,16662,1437.86,6667.44,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-03-22,1440.0,04:02:00,13:08:07,14157,1489.2,6678.79,0.0,0,0,0,39.45,25.66,61.34,528.5,346.5,98.5,83.5
2025-03-23,1440.0,04:04:43,12:34:29,19127,1336.12,6756.52,59.0,42.89,38.96,45.19,31.1,20.95,44.13,504.5,263.5,103.5,137.5
2025-03-24,1440.0,06:16:41,09:58:15,39574,3932.41,6722.44,235.0,46.84,35.21,58.48,46.6,21.31,130.33,185.5,0.0,0.0,0.0
2025-03-25,1440.0,04:03:39,12:05:23,18892,794.58,6683.65,0.0,77.69,63.95,96.26,33.32,30.75,35.9,475.5,245.5,108.0,122.0
2025-03-26,1440.0,,,10436,888.38,6664.94,0.0,0,0,0,37.34,20.84,58.23,0.0,0.0,0.0,0.0
2025-03-27,1440.0,03:44:20,10:31:40,18952,2145.62,6821.8,106.0,71.21,50.74,111.77,41.71,16.91,73.47,398.0,154.5,49.0,56.0
2025-03-28,1440.0,,,18904,1737.88,6761.45,53.0,0,0,0,41.06,21.5,60.33,0.0,0.0,0.0,0.0
2025-03-29,1440.0,01:02:47,11:21:00,19588,1743.98,6691.91,50.0,37.32,14.36,65.62,44.33,24.95,64.87,599.0,343.5,123.5,132.0
2025-03-30,1440.0,05:44:21,10:47:51,13233,888.38,6687.18,20.0,95.72,72.27,119.17,44.51,26.78,70.92,303.5,152.0,69.0,82.5
2025-03-31,1440.0,05:13:51,13:10:34,7253,1279.01,6807.93,1.0,57.98,21.27,100.16,47.27,32.04,56.86,424.0,182.5,37.5,73.0
2025-04-01,1440.0,04:29:52,14:30:22,10392,1232.34,6890.1,18.0,62.24,42.29,85.88,35.37,20.28,43.66,585.5,363.0,113.5,109.0
2025-04-02,1440.0,04:59:22,14:59:36,9624,984.09,6560.99,0.0,73.54,69.05,78.1,49.19,32.14,62.36,580.0,230.5,75.0,99.0
2025-04-03,1440.0,06:50:23,13:30:01,13376,1379.09,6693.92,18.0,60.3,39.31,81.83,59.08,36.4,114.59,384.5,155.5,52.0,45.5
2025-04-04,1440.0,06:19:34,15:54:34,7072,1072.23,6783.07,0.0,64.98,44.72,99.06,50.39,24.45,90.56,558.0,356.5,62.0,139.5
2025-04-05,1440.0,04:52:04,13:41:09,10360,1453.37,6706.0,0.0,52.07,41.91,73.74,42.59,25.81,68.01,445.5,150.5,36.0,26.5
2025-04-06,1440.0,05:01:13,11:35:13,6137,1393.4,6738.04,0.0,54.49,43.57,65.4,25.08,19.96,30.38,390.5,208.0,77.5,105.0
2025-04-07,1440.0,,,14487,1751.63,6779.44,0.0,0,0,0,39.11,22.93,61.74,0.0,0.0,0.0,0.0
2025-04-08,1440.0,06:40:20,16:14:24,15637,1606.31,6710.41,0.0,58.42,36.14,84.18,36.5,20.74,49.46,550.5,406.0,59.0,85.5
2025-04-09,1440.0,,,18981,1738.72,6732.04,22.0,0,0,0,42.04,28.51,64.55,0.0,0.0,0.0,0.0
2025-04-10,1440.0,04:04:20,12:00:20,18637,1895.27,6801.47,54.0,56.79,50.58,65.49,40.95,19.26,52.75,467.0,331.5,59.0,76.5
2025-04-11,1436.23,06:16:56,11:59:26,1305,358.36,6587.13,0.0,68.33,53.73,82.94,37.14,23.44,47.82,338.0,220.5,42.5,75.0
2025-04-12,1440.0,,,18793,1900.28,6727.05,82.0,0,0,0,32.69,12.99,53.42,0.0,0.0,0.0,0.0
2025-04-13,1440.0,04:53:49,15:35:09,6805,1279.13,6804.65,0.0,56.3,42.38,76.28,37.31,20.45,58.86,608.0,403.5,63.5,141.0
2025-04-14,1291.68,,,609,227.04,5954.95,0.0,0,0,0,31.55,29.72,33.38,0.0,0.0,0.0,0.0
2025-04-15,1440.0,06:35:46,13:37:46,1728,601.03,6576.6,0.0,59.88,43.28,83.12,38.59,28.57,48.33,418.0,253.0,63.5,101.5
2025-04-16,1440.0,03:00:05,08:40:05,30863,2605.64,6818.2,134.0,49.81,35.32,76.99,37.89,21.48,79.15,339.5,248.5,39.5,51.5
2025-04-17,1440.0,,,16918,937.65,6653.03,0.0,0,0,0,37.29,27.99,43.95,0.0,0.0,0.0,0.0
2025-04-18,1440.0,05:41:40,15:31:53,21744,1863.28,6755.31,0.0,58.66,51.93,65.11,41.84,26.06,49.98,520.5,334.0,75.5,111.0
2025-04-19,960.0,06:49:32,14:18:29,1697,575.59,4361.13,0.0,73.19,42.0,128.07,50.7,40.38,68.21,366.5,183.0,70.0,49.0
2025-04-20,1115.77,,,9987,0.0,5226.71,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-04-21,1440.0,,,16325,544.28,6515.6,0.0,0,0,0,30.98,23.02,38.95,0.0,0.0,0.0,0.0
2025-04-22,1440.0,06:12:49,15:06:47,17476,2023.82,6838.31,0.0,59.21,45.57,79.97,36.52,21.37,45.4,511.0,116.5,49.0,21.0
2025-04-23,1440.0,,,8077,346.73,6645.55,0.0,0,0,0,48.89,42.32,55.6,0.0,0.0,0.0,0.0
2025-04-24,1440.0,,,22727,2310.14,6739.6,183.0,0,0,0,26.67,20.85,33.2,0.0,0.0,0.0,0.0
2025-04-25,1440.0,05:56:52,08:57:22,31948,2662.92,6838.81,136.0,30.92,30.32,31.53,35.83,27.21,62.83,179.0,0.0,0.0,0.0
2025-04-26,1436.4,,,25368,1515.65,6588.35,0.0,0,0,0,37.15,28.78,43.86,0.0,0.0,0.0,0.0
2025-04-27,1440.0,08:10:23,13:35:23,8647,1199.33,6747.99,0.0,50.64,46.64,53.9,40.34,18.86,60.81,321.5,202.0,61.0,58.5
2025-04-28,1440.0,02:33:05,17:18:17,7378,1059.8,6714.51,9.0,47.22,29.94,62.36,35.28,24.8,44.41,539.0,192.5,67.0,98.0
2025-04-29,1440.0,,,6827,459.68,6698.0,0.0,0,0,0,27.28,27.28,27.28,0.0,0.0,0.0,0.0
2025-04-30,1440.0,06:38:52,14:04:37,16992,1557.61,6712.34,0.0,68.58,60.69,75.76,32.89,23.64,50.87,420.5,172.5,43.0,45.5
2025-05-01,1440.0,09:25:34,12:32:34,23729,2347.09,6791.69,10.0,85.69,69.39,102.0,31.02,16.76,47.38,184.5,120.0,39.0,25.5
2025-05-02,1440.0,06:41:19,14:56:19,8470,1004.14,6699.92,0.0,71.91,26.32,114.09,32.46,21.25,69.77,485.0,267.5,88.5,129.0
2025-05-03,1440.0,07:41:43,14:43:13,13864,1443.45,6662.17,0.0,44.12,26.63,64.69,39.45,31.1,51.25,414.0,255.0,66.0,93.0
2025-05-04,1440.0,07:24:30,14:03:30,10736,1280.03,6740.24,0.0,50.08,37.55,68.56,44.19,23.56,70.99,398.0,238.0,58.5,101.5
2025-05-05,1440.0,,,10958,1267.58,6681.73,19.0,0,0,0,28.85,21.34,34.87,0.0,0.0,0.0,0.0
2025-05-06,1440.0,06:09:18,12:13:37,45332,3255.61,6841.35,138.0,42.47,39.55,45.39,30.44,7.95,51.26,336.5,0.0,0.0,0.0
2025-05-07,1440.0,01:20:02,11:11:43,24459,1992.77,6766.84,57.0,68.22,15.73,89.43,46.31,15.19,111.15,477.0,163.5,57.5,93.0
2025-05-08,1440.0,,,18201,1492.94,6645.61,53.0,0,0,0,40.28,28.33,61.9,0.0,0.0,0.0,0.0
2025-05-09,1440.0,,,12527,1351.78,6765.22,0.0,0,0,0,38.48,26.15,60.35,0.0,0.0,0.0,0.0
2025-05-10,1440.0,10:22:47,14:28:47,28458,2330.71,6779.13,0.0,46.25,36.9,55.59,41.58,21.23,66.53,243.0,119.0,59.5,64.5
2025-05-11,1440.0,05:51:06,16:55:37,6085,945.91,6651.75,0.0,71.75,45.26,99.31,43.83,28.5,64.86,642.0,311.5,64.5,136.0
2025-05-12,1440.0,,,21899,1940.22,6850.24,36.0,0,0,0,37.91,32.61,46.42,0.0,0.0,0.0,0.0
2025-05-13,1440.0,,,16122,1570.26,6747.8,10.0,0,0,0,35.07,27.61,46.74,0.0,0.0,0.0,0.0
2025-05-14,1440.0,05:34:49,16:28:06,8232,959.59,6611.68,0.0,63.85,47.13,76.05,42.88,30.15,53.81,631.5,404.0,103.0,124.5
2025-05-15,1440.0,05:42:48,16:18:52,26170,2056.31,6787.7,17.0,88.62,27.19,187.96,32.02,17.64,45.76,577.0,170.5,45.5,66.5
2025-05-16,1440.0,07:04:16,19:06:11,16959,1537.72,6689.95,0.0,52.51,39.92,62.3,32.44,13.56,57.73,578.0,403.0,54.5,120.5
2025-05-17,1440.0,,,16592,1431.02,6720.54,0.0,0,0,0,40.84,23.69,55.21,0.0,0.0,0.0,0.0
2025-05-18,1440.0,08:37:27,19:22:38,10385,1410.57,6742.65,0.0,48.23,47.92,48.55,42.19,19.4,53.66,463.0,167.5,44.5,32.0
2025-05-19,1440.0,,,17470,1430.59,6691.87,0.0,0,0,0,45.41,33.14,63.46,0.0,0.0,0.0,0.0
2025-05-20,1440.0,11:06:02,12:28:02,25090,2410.25,6807.06,24.0,48.68,48.68,48.68,38.16,19.64,60.66,81.5,0.0,0.0,0.0
2025-05-21,1440.0,05:30:20,15:08:48,14798,1587.74,6724.44,16.0,59.81,26.63,91.56,38.24,25.28,65.12,540.0,342.5,105.0,92.5
2025-05-22,1440.0,05:13:19,12:58:37,18742,1699.48,6687.24,0.0,55.88,27.55,71.06,45.87,23.01,86.28,432.5,187.5,53.5,42.5
2025-05-23,1440.0,03:50:27,11:25:14,13325,817.01,6648.37,0.0,58.71,36.4,90.06,24.58,17.84,31.31,444.5,196.0,81.0,88.0
2025-05-24,1440.0,06:13:39,13:20:47,15145,1837.9,6822.84,0.0,54.06,31.57,76.54,42.63,23.24,123.5,384.0,213.0,107.0,64.0
2025-05-25,1440.0,06:57:43,17:57:37,12967,1548.77,6779.65,0.0,58.22,20.66,86.4,38.31,26.69,53.59,598.5,263.5,51.5,104.5
2025-05-26,1440.0,07:02:52,16:00:35,25804,2141.86,6645.74,0.0,77.38,33.45,148.6,39.77,25.56,57.86,527.5,220.0,58.0,74.0
2025-05-27,1440.0,,,16937,1571.97,6757.19,12.0,0,0,0,37.3,26.83,42.19,0.0,0.0,0.0,0.0
2025-05-28,1440.0,06:32:59,18:53:18,5717,473.05,6644.57,0.0,56.64,39.21,70.14,33.11,28.11,38.87,718.5,529.0,66.0,123.5
2025-05-29,1440.0,04:14:05,15:34:51,7864,832.34,6683.47,0.0,79.32,45.28,103.3,39.19,32.87,47.39,629.5,230.0,54.5,51.5
2025-05-30,1440.0,00:27:58,12:06:00,17432,1714.55,6723.26,33.0,28.01,17.84,37.89,41.08,31.01,57.93,635.5,336.0,58.5,121.5
2025-05-31,1440.0,07:15:48,16:34:07,6352,512.2,6628.66,0.0,64.08,43.48,117.44,28.2,24.01,33.81,482.0,157.5,27.0,24.5
2025-06-01,1440.0,,,1564,561.14,6650.9,0.0,0,0,0,38.83,24.66,76.76,0.0,0.0,0.0,0.0
2025-06-02,1440.0,05:39:28,11:14:43,25254,2184.37,6733.58,69.0,39.44,36.69,42.18,49.02,36.06,91.69,326.5,131.0,62.0,65.5
2025-06-03,1440.0,07:16:07,13:34:53,12409,905.21,6627.49,0.0,37.13,28.85,44.96,31.01,21.63,40.7,371.0,122.5,42.5,43.5
2025-06-04,1440.0,08:35:14,19:05:21,23852,2058.46,6742.17,0.0,51.58,26.1,77.56,34.11,20.54,49.06,605.0,414.0,59.0,132.0
2025-06-05,1440.0,06:48:44,17:07:33,8665,873.5,6712.78,0.0,58.63,27.62,102.64,36.84,31.08,47.54,574.5,433.5,67.5,73.5
2025-06-06,1440.0,02:30:45,09:55:15,9203,483.49,6757.19,0.0,45.27,38.59,53.37,27.92,25.79,30.06,429.5,322.5,37.0,70.0
2025-06-07,1440.0,,,2222,408.84,6477.29,0.0,0,0,0,45.31,19.39,111.38,0.0,0.0,0.0,0.0
2025-06-08,1440.0,00:46:15,13:33:23,1871,733.37,6654.99,0.0,38.75,26.19,50.01,37.87,20.44,70.14,436.0,141.0,54.0,61.5
2025-06-09,1440.0,02:29:00,12:57:30,14606,1535.11,6780.59,0.0,43.09,28.83,57.87,27.11,20.11,39.32,601.0,276.0,73.5,87.0
2025-06-10,1440.0,01:46:30,09:01:00,23754,1866.43,6671.12,18.0,57.63,32.1,74.66,33.56,23.22,47.41,416.5,304.0,60.0,52.5
2025-06-11,1440.0,06:33:50,13:47:37,8663,1506.84,6758.42,0.0,77.63,41.67,113.59,51.82,21.5,161.51,397.0,117.0,65.0,43.0
2025-06-12,1440.0,05:42:04,13:55:04,3600,608.6,6645.12,0.0,39.55,20.94,58.15,49.41,42.31,55.55,483.0,300.0,75.5,107.5
2025-06-13,1440.0,03:02:15,11:32:14,1473,671.14,6622.68,0.0,63.24,49.62,80.69,38.26,23.09,70.95,494.0,295.5,39.0,77.0
2025-06-14,1440.0,04:44:15,14:16:24,8060,991.81,6614.71,0.0,0,0,0,47.4,19.95,113.24,560.0,382.5,58.0,119.5
2025-06-15,1440.0,06:13:50,11:03:20,16797,1746.84,6728.55,19.0,42.49,21.06,63.92,36.24,11.51,53.66,279.0,167.0,45.5,66.5
2025-06-16,1440.0,01:56:56,09:57:56,7500,1063.42,6721.55,0.0,51.96,17.23,82.7,31.91,21.95,47.59,472.0,319.0,61.5,91.5
2025-06-17,1440.0,05:18:17,12:34:18,1816,927.24,6634.06,0.0,48.27,36.98,61.82,36.63,17.7,58.15,390.5,121.0,94.5,64.5
2025-06-18,1440.0,04:35:47,08:08:47,25385,1700.65,6730.39,9.0,62.8,62.8,62.8,33.87,20.58,52.49,191.0,114.5,44.5,32.0
2025-06-19,1440.0,05:35:30,13:59:55,26360,2235.33,6752.37,0.0,52.64,23.0,69.6,26.49,14.42,36.27,340.5,156.0,46.5,66.5
2025-06-20,1440.0,07:07:23,10:18:53,14472,1630.5,6780.16,0.0,25.57,25.57,25.57,27.17,8.6,49.5,191.5,107.0,62.0,22.5
2025-06-21,1440.0,05:33:27,14:51:22,24228,2007.28,6656.13,0.0,62.47,25.66,90.36,36.07,17.49,54.37,547.0,317.5,97.0,132.5
2025-06-22,1440.0,,,19828,2052.13,6745.12,25.0,0,0,0,33.77,24.44,47.62,0.0,0.0,0.0,0.0
2025-06-23,1440.0,05:49:42,15:51:37,13786,1287.86,6671.11,0.0,48.46,30.17,70.2,30.38,22.17,41.24,594.0,369.5,104.5,120.0
2025-06-24,762.65,,,20277,1048.24,3353.43,0.0,0,0,0,32.13,23.13,41.3,0.0,0.0,0.0,0.0
2025-06-25,1440.0,05:59:00,13:59:42,26011,2559.85,6771.63,0.0,80.39,32.25,140.31,34.01,25.02,44.01,453.5,284.5,55.0,114.0
2025-06-26,1440.0,05:08:49,09:57:19,30569,2627.14,6843.28,44.0,48.16,34.83,66.72,38.04,25.51,54.1,285.0,179.0,46.5,59.5
2025-06-27,1440.0,04:11:27,06:00:27,15110,1867.68,6698.78,63.0,84.64,84.64,84.64,29.14,17.73,42.64,105.0,0.0,0.0,0.0
2025-06-28,1440.0,,,14565,406.55,6655.35,0.0,0,0,0,44.85,20.36,82.6,0.0,0.0,0.0,0.0
2025-06-29,1440.0,07:23:08,14:20:38,13165,1219.6,6678.2,121.0,57.71,34.29,82.27,31.42,16.51,70.63,414.0,291.5,14.0,108.5
2025-06-30,1440.0,05:50:23,13:29:53,21903,1802.73,6780.82,23.0,80.02,51.2,132.12,28.63,18.99,43.01,451.0,296.5,61.0,93.5
2025-07-01,1440.0,20:11:22,23:27:22,6690,709.72,6618.1,0.0,19.8,13.28,26.32,27.92,21.64,44.26,193.5,176.5,8.5,8.5
2025-07-02,1440.0,03:08:01,14:07:31,8310,1015.11,6632.7,2.0,23.71,11.88,34.87,21.46,11.17,28.89,592.0,462.5,50.0,79.5
2025-07-03,1440.0,06:07:01,13:31:01,10887,887.14,6600.11,12.0,41.7,35.54,49.35,25.1,18.49,37.07,404.5,255.0,59.0,90.5
2025-07-04,1440.0,05:53:18,09:11:48,22359,1927.33,6746.75,264.0,27.21,27.21,27.21,36.42,28.17,52.93,189.0,151.0,18.5,19.5
2025-07-05,1440.0,,,12679,1209.88,6713.7,168.0,0,0,0,38.28,24.89,73.69,0.0,0.0,0.0,0.0
2025-07-06,1440.0,03:10:38,10:51:08,7343,806.17,6581.18,48.0,56.22,24.17,87.59,47.23,25.82,82.01,383.0,272.0,51.5,59.5
2025-07-07,740.93,06:05:07,12:26:37,15613,816.47,3445.22,0.0,71.48,66.33,79.82,24.73,15.24,34.4,372.0,257.5,36.5,78.0
2025-07-08,90.0,,,15264,200.38,362.38,0.0,0,0,0,25.58,25.58,25.58,0.0,0.0,0.0,0.0
2025-07-09,1440.0,06:11:29,13:29:59,7210,1269.86,6642.41,0.0,73.96,39.21,108.99,31.79,20.04,57.24,399.0,232.0,51.5,115.5
2025-07-10,1440.0,21:03:58,22:26:58,13659,1332.16,6720.13,35.0,0,0,0,42.53,23.97,75.96,83.0,0.0,0.0,0.0
2025-07-11,1440.0,08:13:58,12:41:58,18363,1793.5,6691.01,44.0,48.68,48.24,49.11,37.3,16.92,55.63,237.0,153.5,49.5,34.0
